lfnr,krnr,agglvl,name,wkr,regbez,agg2833k,agg2833v,krnrv,c25wohn,c25lselb,c25lgewb,c25langs,c25larb,c25lmith,c25iselb,c25igewb,c25iangs,c25iarb,c25imith,c25hselb,c25hangs,c25harb,c25hmith,c25vselb,c25vangs,c25varb,c25vmith,c25gselb,c25ggewb,c25gangs,c25garb,c25gmith,c25dselb,c25dgewb,c25dangs,c25darb,c25dmith,c25dhaus,c25bland,c25bwerk,c25bhand,c25bverw,c25bgsun,c25bhaus,c25selb,c25hsgew,c25anges,c25arbei,c25mith,c25berwt,c25bbrlo,c25pop,c25prot,c25kath,c25juden,c33pop1,c33erwp,c33werwp,c33erwtt,c33erlos,c33brlos,c33aohb,c33waohb,c33land,c33indu,c33hndl,c33dnst,c33haus,c33selb,c33mith,c33beamt,c33angs,c33arbei,c33hsang,c33eloan,c33eloar,c33eloha,c33pop2,c33lv,rwz1,rwz2a,rwz2b,rwz2c,rwz2d,rwz3,rwz4a,rwz4b,rwz4c,rwz5,rwz6,rwz7,rwz8a,rwz8b,rwz8c,rwz8d,rwz9,rwz10a,rwz10b,rwz10c,rwz11,alos30d,alu30d,kru30d,we30d,alos31d,alu31d,kru31d,we31d,alos32d,alu32d,kru32d,we32d
42,11,8,"MEHLAUKEN",1,1,44,44,11,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2297,2211,12,20,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2568,815,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
43,11,8,"NEMONIEN OBF.",1,1,43,43,11,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3675,3624,10,10,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3518,2884,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
44,11,9,"REST-LABIAU",1,1,44,44,11,50003,10423,0,566,13157,8572,1874,13,334,3544,74,1077,1041,1390,183,109,950,107,0,142,0,53,53,0,5,5,56,736,0,846,32718,5826,3691,1166,248,1643,13630,18,3000,18987,8829,45292,4711,38943,38204,266,46,45109,22764,9369,21343,1421,3366,18979,11683,17878,1836,1109,257,263,5005,8370,383,471,6858,256,56,1295,70,39023,26875,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
45,12,5,"MOHRUNGEN",1,1,0,0,12,53892,6772,0,654,18493,6365,2566,23,597,6008,103,834,1482,1060,178,211,1071,188,0,164,0,55,43,0,0,0,52,400,0,1244,32284,9274,3554,1470,262,1696,10547,23,3911,26192,6646,48540,5352,53892,51071,2042,149,53767,26147,10046,24319,1828,4348,23272,14850,17972,3467,1636,631,613,4818,7120,585,1045,10140,611,147,1623,58,53767,31558,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
46,12,8,"LIEBSTADT",1,1,46,46,12,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2251,1798,394,42,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2463,486,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
47,12,8,"MOHRUNGEN",1,1,47,47,12,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4976,4484,372,49,5414,2334,804,2129,205,603,2477,1681,565,634,510,286,134,430,294,190,391,690,134,36,160,9,5414,984,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
48,12,8,"SAALFELD I. OSTPR.",1,1,48,48,12,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2754,2584,77,48,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2942,514,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
49,12,9,"REST-MOHRUNGEN",1,1,49,49,12,53892,6772,0,654,18493,6365,2566,23,597,6008,103,834,1482,1060,178,211,1071,188,0,164,0,55,43,0,0,0,52,400,0,1244,32284,9274,3554,1470,262,1696,10547,23,3911,26192,6646,48540,5352,43911,42205,1199,10,48353,23813,9242,22190,1623,3745,20795,13169,17407,2833,1126,345,479,4388,6826,395,654,9450,477,111,1463,49,42948,29574,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
50,13,5,"PREUSSISCH EYLAU",1,1,0,0,13,48405,5928,0,687,20869,4372,2164,32,332,3454,111,775,926,659,152,159,870,150,0,167,0,43,66,2,3,3,73,380,0,1076,31856,6061,2512,1179,278,1532,9196,35,2931,25578,4637,43418,4987,48697,45953,1534,79,49774,23895,9041,22520,1375,4114,21765,13850,17323,2694,1222,700,581,4195,6125,454,884,10326,536,149,1194,32,49774,31318,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
51,13,8,"LANDSBERG I. OSTPR.",1,1,51,51,13,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2501,2145,225,24,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2740,544,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
52,13,8,"PREUSSISCH EYLAU",1,1,52,52,13,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3787,3532,77,26,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4322,569,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
53,13,9,"REST-PREUSSISCH EYLAU",1,1,53,53,13,48405,5928,0,687,20869,4372,2164,32,332,3454,111,775,926,659,152,159,870,150,0,167,0,43,66,2,3,3,73,380,0,1076,31856,6061,2512,1179,278,1532,9196,35,2931,25578,4637,43418,4987,42409,40276,1232,29,49774,23895,9041,22520,1375,4114,21765,13850,17323,2694,1222,700,581,4195,6125,454,884,10326,536,149,1194,32,42712,30205,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
54,14,5,"PREUSSISCH HOLLAND",1,1,0,0,14,38069,5009,0,497,13350,4094,1779,22,283,3459,50,698,794,759,106,136,897,716,0,139,0,42,23,0,4,4,44,401,0,853,22950,5571,2357,1749,204,1302,7765,26,2557,18708,4250,34133,3936,38069,35768,1737,104,37107,19078,7724,18099,979,3002,15027,9477,13555,2077,1227,733,507,3251,4789,467,770,8333,489,69,894,16,37107,22262,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
55,14,8,"MUEHLHAUSEN I. OSTPR.",1,1,55,55,14,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2461,1915,497,26,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2784,705,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
56,14,8,"PREUSSISCH HOLLAND",1,1,56,56,14,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,5230,4669,388,60,5312,2307,784,2002,305,540,2465,1741,292,693,542,323,152,395,192,152,349,764,150,32,260,13,5312,525,5182,8956,7482,0,0,1289,655,296,49,4059,4861,43620,132,377,309,182,161,1197,54,38,163,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
57,14,9,"REST-PREUSSISCH HOLLAND",1,1,57,57,14,38069,5009,0,497,13350,4094,1779,22,283,3459,50,698,794,759,106,136,897,716,0,139,0,42,23,0,4,4,44,401,0,853,22950,5571,2357,1749,204,1302,7765,26,2557,18708,4250,34133,3936,30378,29184,852,18,31795,16771,6940,16097,674,2462,12562,7736,13263,1384,685,410,355,2856,4597,315,421,7569,339,37,634,3,29011,21032,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
58,15,5,"RASTENBURG",1,1,0,0,15,52277,2829,0,922,18939,2230,2368,48,783,6020,80,1160,2485,2041,110,283,2234,356,0,206,0,428,195,2,0,0,87,589,0,1334,24920,9251,5796,2873,831,2010,6846,48,6939,28140,2422,45681,6596,52250,47547,3895,142,52640,22461,7273,20239,2222,5566,24613,16345,12314,3497,2269,1381,778,2888,3307,1224,1718,10335,767,221,1986,15,52640,24613,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
59,15,8,"RASTENBURG",1,1,59,59,15,13859,107,0,278,464,117,997,22,424,3135,35,694,1093,712,61,170,1734,218,0,108,0,226,116,1,0,0,31,226,0,471,966,4591,2560,2122,451,728,2076,22,3786,4871,214,11418,2441,14389,13062,855,109,16021,6082,1652,4861,1221,2346,7593,5357,472,1834,1285,929,341,771,322,855,950,1629,334,161,1051,9,16021,1276,13859,7120,4341,283,1059,2948,667,285,48,9171,11687,104630,109,353,316,222,189,2576,210,162,279,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
60,15,8,"KORSCHEN",1,1,60,60,15,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2569,2287,253,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2742,323,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
61,15,9,"REST-RASTENBURG",1,1,61,61,15,38418,2722,0,644,18475,2113,1371,26,359,2885,45,466,1392,1329,49,113,500,138,0,98,0,202,79,1,0,0,56,363,0,863,23954,4660,3236,751,380,1282,4770,26,3153,23269,2208,34263,4155,35292,32198,2787,31,36619,16379,5621,15378,1001,3220,17020,10988,11842,1663,984,452,437,2117,2985,369,768,8706,433,60,935,6,33877,23014,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
62,16,5,"WEHLAU",1,1,0,0,16,46925,4118,0,600,15314,3510,2119,21,423,5651,75,1000,1204,1462,113,150,940,322,1,226,0,982,394,4,0,0,66,586,0,1160,23542,8268,3779,1413,1606,1812,7613,21,4215,23729,3703,40420,6505,46947,45494,598,135,47643,20283,7198,18498,1785,7072,20288,13363,11694,3419,1586,1164,635,3128,4223,1108,1025,8381,633,174,1599,12,47643,22069,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
63,16,8,"TAPIAU",1,1,63,63,16,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,6488,6059,189,73,7683,2594,966,2241,353,2477,2612,1836,366,824,488,432,131,333,216,411,265,885,131,52,300,1,7683,719,5910,6875,4156,417,1282,1177,648,304,48,3741,4585,41265,130,356,347,167,137,1072,29,76,141,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
64,16,8,"WEHLAU",1,1,65,65,16,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,6946,6699,134,40,7534,2655,867,2357,298,1993,2886,2057,267,837,529,551,173,384,171,379,369,881,173,52,243,3,7534,529,5472,8292,5863,89,481,1407,686,261,53,4331,5301,47485,124,360,326,190,156,1281,68,58,165,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
65,16,9,"REST-WEHLAU",1,1,65,65,16,46925,4118,0,600,15314,3510,2119,21,423,5651,75,1000,1204,1462,113,150,940,322,1,226,0,982,394,4,0,0,66,586,0,1160,23542,8268,3779,1413,1606,1812,7613,21,4215,23729,3703,40420,6505,33513,32736,275,22,32426,15034,5365,13900,1134,2602,14790,9470,11061,1758,569,181,331,2411,3836,318,391,6615,329,70,1056,8,32426,20821,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
66,17,5,"ANGERBURG",1,2,0,0,17,38526,5790,0,332,11974,4811,1721,24,389,3535,63,682,1163,778,101,140,866,308,0,132,0,72,106,1,0,0,57,369,0,748,22907,5708,2724,1314,311,1174,8465,24,2879,17070,4976,34138,4388,38638,37141,554,96,39745,19199,7140,17437,1762,3480,17066,10913,12638,2293,1298,818,390,3479,5132,485,836,7137,368,171,1489,102,39745,21670,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
67,17,8,"ANGERBURG",1,2,67,67,17,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7098,6709,183,42,7823,3290,1059,2717,573,1086,3447,2417,513,805,715,533,151,473,258,246,530,1061,149,102,438,33,7823,913,6927,7604,4909,269,1031,1527,675,270,55,4848,6398,57480,82,350,356,212,173,1338,95,94,131,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
68,17,9,"REST-ANGERBURG",1,2,68,68,17,38526,5790,0,332,11974,4811,1721,24,389,3535,63,682,1163,778,101,140,866,308,0,132,0,72,106,1,0,0,57,369,0,748,22907,5708,2724,1314,311,1174,8465,24,2879,17070,4976,34138,4388,31540,30432,371,54,31922,15909,6081,14720,1189,2394,13619,8496,12125,1488,583,285,239,3006,4874,239,306,6076,219,69,1051,69,31922,20757,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
69,18,5,"DARKEHMEN",1,2,0,0,18,32635,3974,0,681,14574,3639,1141,6,194,2020,40,440,707,505,94,75,581,78,0,91,0,15,20,1,3,3,51,294,0,709,22868,3395,1746,734,127,1057,5724,9,2229,17491,3774,29927,2708,32635,31773,261,45,31445,15548,5836,14945,603,2454,13443,8417,11710,1621,816,446,352,2568,3776,317,601,7337,346,53,487,63,31445,20747,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
70,18,8,"DARKEHMEN",1,2,70,70,18,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3394,3151,65,32,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3652,248,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
71,18,9,"REST-DARKEHMEN",1,2,71,71,18,32635,3974,0,681,14574,3639,1141,6,194,2020,40,440,707,505,94,75,581,78,0,91,0,15,20,1,3,3,51,294,0,709,22868,3395,1746,734,127,1057,5724,9,2229,17491,3774,29927,2708,29241,28622,196,13,31445,15548,5836,14945,603,2454,13443,8417,11710,1621,816,446,352,2568,3776,317,601,7337,346,53,487,63,27793,20499,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
72,19,5,"GOLDAP",1,2,0,0,19,42672,8787,0,349,8316,7439,1985,21,381,3948,81,944,1202,896,125,150,1303,105,1,111,0,65,59,2,0,0,66,497,0,692,24891,6395,3167,1559,237,1255,11977,21,3366,13821,7648,37504,5168,42672,41132,587,99,43491,22327,8771,20701,1626,4058,17106,10863,15531,2629,1480,735,326,4946,7685,588,841,6321,320,168,1377,81,43491,24083,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
73,19,8,"GOLDAP",1,2,73,73,19,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,8511,7882,262,65,9380,3917,1238,3225,692,1130,4333,3068,544,1097,945,425,214,702,363,280,580,1090,210,109,554,29,9380,928,8511,7888,4912,192,1385,2120,665,278,57,6647,8554,77000,100,377,321,202,175,1832,119,169,231,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
74,19,9,"REST-GOLDAP",1,2,74,74,19,42672,8787,0,349,8316,7439,1985,21,381,3948,81,944,1202,896,125,150,1303,105,1,111,0,65,59,2,0,0,66,497,0,692,24891,6395,3167,1559,237,1255,11977,21,3366,13821,7648,37504,5168,34161,33250,325,34,34111,18410,7533,17476,934,2928,12773,7795,14987,1532,535,310,112,4244,7322,308,261,5231,110,59,823,52,34111,23155,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
75,20,5,"GUMBINNEN",1,2,0,0,20,50185,5285,0,427,12479,4968,2782,147,739,6052,100,1408,2041,1666,127,378,3282,395,0,212,0,75,72,2,9,9,72,321,0,1156,23159,9673,5242,4055,361,1558,10074,156,6636,20985,5197,44048,6137,50185,47913,583,208,51041,24760,9047,23027,1733,5285,20996,13780,13346,4037,2492,2403,749,4016,5111,1984,1607,9568,741,259,1423,51,51041,21869,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
76,20,8,"GUMBINNEN",1,2,76,76,20,19002,101,0,22,253,157,1835,116,622,3871,79,1210,1621,1202,91,314,2879,255,0,175,0,62,70,2,0,0,36,195,0,752,533,6407,4124,3448,309,983,3635,116,5242,5846,329,15804,3198,19002,17358,424,198,19987,8571,2408,7578,993,2622,8794,6422,262,2595,2100,2097,524,1174,320,1736,1313,2516,519,226,740,27,19987,548,19002,5763,3047,576,1149,4836,608,338,54,16319,18037,163385,143,415,313,129,99,4154,321,361,586,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
77,20,9,"REST-GUMBINNEN",1,2,77,77,20,31183,5184,0,405,12226,4811,947,31,117,2181,21,198,420,464,36,64,403,140,0,37,0,13,2,0,9,9,36,126,0,404,22626,3266,1118,607,52,575,6439,40,1394,15139,4868,28244,2939,31183,30555,159,10,31054,16189,6639,15449,740,2663,12202,7358,13084,1442,392,306,225,2842,4791,248,294,7052,222,33,683,24,31054,21321,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
78,21,6,"HEYDEKRUG",1,2,0,0,21,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
79,22,6,"INSTERBURG L",1,2,79,79,22,44775,7593,0,759,14851,6878,1712,25,178,3296,68,435,695,1168,98,51,597,67,0,87,0,30,24,0,2,2,48,311,0,784,30081,5254,2396,715,141,1145,9880,27,2307,19717,7044,39732,5043,44814,43765,389,19,43514,22087,9134,20743,1344,3868,17559,10727,17112,2005,886,400,340,4160,6775,377,435,8663,333,70,1194,80,43514,28553,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
80,23,4,"INSTERBURG S",1,2,80,80,23,39311,199,0,107,646,89,2644,177,1278,8164,70,2320,4601,4021,120,510,4477,684,2,358,0,254,230,3,5,0,119,772,0,1097,1041,12156,11062,5673,845,1993,6036,177,10836,14517,284,32770,6541,39311,35434,1174,338,41230,17195,4794,13758,3437,5123,18912,13654,593,3957,4007,4331,870,2143,599,3534,2364,4262,856,710,2595,132,41230,1607,39311,5328,2323,1070,2971,9374,644,308,48,30797,37101,334400,124,363,345,168,138,7957,592,825,915,2496,1484,370,642,3030,968,1209,853,2793,753,729,1311
81,24,5,"NIEDERUNG",1,2,0,0,24,55717,13137,0,403,11240,10767,2801,40,276,3598,121,1457,1223,964,198,179,1169,177,3,214,0,57,42,5,6,6,83,829,0,1171,35547,6796,3842,1528,318,2089,17794,46,3211,16850,11094,50120,5597,55726,53491,830,191,54798,29084,12387,27683,1401,4172,21542,13275,20915,3295,1927,941,605,6867,10710,607,943,7966,590,136,1146,119,54798,32530,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
82,24,8,"HEINRICHSWALDE",1,2,82,82,24,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2613,2467,38,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3180,607,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
83,24,8,"KAUKEHMEN",1,2,83,83,24,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3410,3201,44,84,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4262,448,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
